sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,kt_status,status
340,F,77.93585727517183,Central,65.13686741124852,Others,Commerce,58.96466103059585,Sci&Tech,Yes,78.56665024859643,Mkt&Fin,94.58361027605181,No KT,Placed
341,M,40.78566739530002,Central,85.07068286850509,Others,Commerce,77.61810607172299,Comm&Mgmt,Yes,80.37358769542845,Mkt&HR,98.943433271054,No KT,Placed
342,F,79.81224232100263,Others,44.26045987199533,Central,Arts,88.50369293824137,Others,No,76.15790004029913,Mkt&Fin,51.88185679786562,No KT,Placed
343,M,50.682158012185084,Others,44.810800844914205,Central,Arts,76.69878516339955,Comm&Mgmt,No,93.72375516418212,Mkt&HR,48.04717736258741,KT In Progress,Not Placed
344,F,97.66421904816731,Others,61.28627751015905,Others,Science,57.74485375570124,Comm&Mgmt,Yes,52.17166786178187,Mkt&Fin,43.38408146564743,No KT,Not Placed
345,M,48.91976366518678,Others,96.5035426971355,Others,Arts,55.34462209289802,Others,No,63.051419576792405,Mkt&Fin,92.09782108967967,No KT,Placed
346,M,64.87744742362142,Others,80.11435880337484,Central,Commerce,59.64525752400688,Others,No,93.78812694295777,Mkt&Fin,57.68289081138813,No KT,Placed
347,M,45.12098008471863,Others,80.7201974003539,Others,Arts,49.87723079419029,Sci&Tech,Yes,87.6172851265978,Mkt&HR,40.1087220321551,No KT,Placed
348,F,99.81245511075684,Central,61.715199450271896,Central,Science,50.8703110510012,Comm&Mgmt,Yes,50.88225800893029,Mkt&HR,53.42908516338573,No KT,Placed
349,F,70.13170061987455,Others,75.6196474725123,Central,Arts,87.44146611401007,Others,Yes,75.85031416048542,Mkt&Fin,60.426464805965104,No KT,Placed
350,M,75.72310103920262,Central,40.6078710416646,Central,Arts,63.083954590446695,Others,Yes,76.47863403563375,Mkt&Fin,99.45917016980113,No KT,Placed
351,F,44.02458864330565,Others,78.16576278457254,Others,Science,66.15971083423514,Sci&Tech,No,70.04410675639552,Mkt&Fin,71.4124956314249,KT In Progress,Not Placed
352,M,84.99762822395067,Others,94.7972168545742,Others,Science,75.64296793400867,Sci&Tech,Yes,64.86966660309949,Mkt&HR,52.28283685570608,No KT,Placed
353,M,52.594335585735145,Central,76.75440810068915,Central,Commerce,75.37920970909286,Others,No,84.0862425206171,Mkt&HR,60.089100682807064,No KT,Placed
354,F,93.88325736644282,Central,92.42191560798071,Others,Arts,44.04261229131554,Sci&Tech,Yes,60.38952323523769,Mkt&HR,59.81846125341271,KT In Progress,Not Placed
355,F,52.308378428920435,Central,83.43838332796562,Central,Commerce,89.89244718025994,Others,No,89.94742810358531,Mkt&Fin,41.18354478779053,KT Completed,Placed
356,M,51.441263239819996,Central,47.23350498422141,Central,Arts,50.63959319343637,Comm&Mgmt,Yes,90.15185803837359,Mkt&HR,48.110983250285805,No KT,Placed
357,F,42.192980070885696,Others,94.14719843715051,Central,Arts,83.38429816298013,Sci&Tech,Yes,70.76307187864103,Mkt&Fin,81.71178758219267,No KT,Placed
358,F,68.32401670659996,Central,43.986630661346496,Central,Commerce,86.36025928769,Comm&Mgmt,No,64.17740054548239,Mkt&HR,47.21505919424408,KT Completed,Not Placed
359,M,73.89046799575698,Others,72.03804835286583,Others,Arts,82.89397204547882,Comm&Mgmt,No,64.19390907953566,Mkt&Fin,53.844056596367125,No KT,Placed
360,M,43.94251836570114,Central,48.52822742760746,Central,Arts,74.7386587932487,Comm&Mgmt,No,74.1145661998105,Mkt&Fin,61.04423790425852,No KT,Placed
361,F,86.53165700170064,Others,40.70239664385424,Central,Arts,40.87653982653297,Others,Yes,85.97896123746793,Mkt&HR,85.46409667013762,KT Completed,Not Placed
362,M,67.19733008488166,Others,65.32205560765834,Others,Science,61.62252954179024,Comm&Mgmt,No,67.94343454969294,Mkt&Fin,74.94405789207639,No KT,Not Placed
363,M,71.4634161596548,Others,57.702442459249376,Central,Commerce,76.29036576175487,Comm&Mgmt,No,80.50216727288758,Mkt&Fin,81.3399990993141,No KT,Placed
364,F,66.44576481629369,Others,69.16002962785618,Central,Science,63.24707775535232,Comm&Mgmt,No,69.12422302912972,Mkt&Fin,74.02073952521033,No KT,Placed
365,M,64.04578365251956,Others,74.63199320407304,Others,Commerce,91.80879369476878,Others,No,65.22615945756917,Mkt&HR,81.01554551331213,No KT,Placed
366,M,73.57841987849307,Others,42.624344338536844,Others,Commerce,58.52813652097692,Comm&Mgmt,No,51.24297579578971,Mkt&Fin,40.17052921983834,KT Completed,Not Placed
367,F,49.31441475584275,Central,47.38019770742474,Others,Arts,57.61208754751962,Comm&Mgmt,No,50.19570528676953,Mkt&HR,95.85388866228577,No KT,Not Placed
368,F,50.91568782971627,Others,73.51854378702552,Central,Commerce,55.95986158555948,Sci&Tech,No,61.36038389160022,Mkt&HR,46.65521385248839,KT Completed,Not Placed
369,M,91.70713726081104,Central,60.59004119035949,Others,Science,59.966852137647734,Others,No,70.32031434004978,Mkt&Fin,64.37494575861429,No KT,Not Placed
370,M,96.76692772801796,Central,83.75040925296688,Others,Science,73.44429785885123,Comm&Mgmt,No,92.56305836810301,Mkt&HR,86.26230221469129,No KT,Placed
371,F,62.398558976785175,Others,79.13749891551637,Central,Science,82.42091765635544,Sci&Tech,Yes,89.92421214652127,Mkt&Fin,66.11384308056543,No KT,Placed
372,F,56.244680388613226,Central,90.73626177939441,Central,Commerce,79.75407506432711,Others,Yes,63.3582631293995,Mkt&HR,96.81055310005095,KT Completed,Placed
373,F,78.63997259434095,Others,81.54956960015352,Central,Science,88.46306919888877,Others,No,62.22702214921497,Mkt&Fin,68.05533690992601,KT In Progress,Not Placed
374,F,64.52405026588579,Central,65.79586464340889,Central,Commerce,93.15483972984549,Others,Yes,61.366103553501375,Mkt&HR,92.49636433616028,No KT,Placed
375,M,41.52318133962069,Others,80.37799734366595,Central,Science,88.96474254060108,Others,Yes,66.96186702644334,Mkt&Fin,88.64968680173625,No KT,Placed
376,F,49.36915584197142,Central,56.52287045532511,Others,Science,41.136724202461274,Others,No,74.90993597808426,Mkt&Fin,98.85917816792099,No KT,Not Placed
377,F,82.95833373084386,Others,58.37880992669276,Others,Commerce,84.15507721311933,Others,No,71.93338860157877,Mkt&Fin,95.59286684505852,KT Completed,Not Placed
378,M,79.53543651460907,Others,87.3391095952476,Others,Science,52.5039744170999,Comm&Mgmt,No,60.91365993907469,Mkt&Fin,93.88743008277272,No KT,Placed
379,F,41.62575955020901,Others,66.78517098409493,Central,Arts,47.97568256247896,Comm&Mgmt,No,56.5225704971809,Mkt&HR,83.8962604311681,No KT,Not Placed
380,M,53.318329715976965,Others,87.90282043110115,Central,Commerce,78.30932708794813,Comm&Mgmt,No,50.62889062430977,Mkt&HR,62.019888836093244,No KT,Not Placed
381,F,53.86448779528428,Central,89.3453424200967,Central,Commerce,59.1845917244617,Comm&Mgmt,No,57.698161933325196,Mkt&Fin,46.367525113894146,No KT,Placed
382,F,80.3135646159237,Others,91.45374025967703,Others,Commerce,43.4270298022266,Sci&Tech,Yes,85.2678185097059,Mkt&HR,81.3187031358634,No KT,Placed
383,F,41.18263226526185,Central,94.99811415047245,Others,Arts,48.25778406390168,Comm&Mgmt,No,62.18192846727915,Mkt&Fin,98.7192448802779,No KT,Placed
384,M,46.24651491907443,Central,65.85911323079777,Central,Commerce,40.05576501219766,Others,Yes,73.43009050607549,Mkt&Fin,83.59626623991214,KT Completed,Not Placed
385,M,87.99496512239136,Central,59.13200909926833,Others,Science,94.19341764068244,Comm&Mgmt,No,79.56505744616223,Mkt&HR,95.72376215664013,No KT,Placed
386,F,50.71267972326002,Others,74.93192479564684,Central,Science,41.477079030474314,Comm&Mgmt,No,94.34204514158036,Mkt&HR,88.258282777331,No KT,Not Placed
387,M,79.16476647111247,Central,62.270345406257654,Others,Science,52.567346170570666,Others,Yes,94.44275491967097,Mkt&Fin,49.786880507000724,No KT,Placed
388,M,54.29096686280359,Central,76.06445000801398,Others,Commerce,64.97576684127444,Comm&Mgmt,No,87.28668668406794,Mkt&HR,54.95222623547724,No KT,Not Placed
389,M,45.96648356556071,Central,82.33515175862948,Others,Science,61.394279557049146,Comm&Mgmt,No,51.75784960242507,Mkt&Fin,60.51193610574102,KT Completed,Not Placed
390,M,54.590331459967246,Others,81.30430110952821,Central,Commerce,94.70355261476655,Comm&Mgmt,Yes,78.75352095427074,Mkt&HR,50.095626660280246,No KT,Placed
391,M,83.33601591133956,Others,62.47317322120728,Others,Science,42.41733674407253,Sci&Tech,No,89.32917354157533,Mkt&HR,74.8990799603804,No KT,Not Placed
392,M,91.34178808637714,Central,50.01161210192517,Others,Arts,70.7328824606231,Comm&Mgmt,Yes,50.86440223816816,Mkt&HR,98.52703144809708,No KT,Placed
393,F,89.8131918740195,Others,65.83176030773245,Central,Arts,80.82876775146244,Others,No,77.48423068282892,Mkt&HR,85.68753000616951,No KT,Placed
394,F,63.83101177710729,Others,48.55564864491453,Others,Arts,95.90187842087013,Others,No,92.88820728930148,Mkt&HR,65.40320494404772,No KT,Placed
395,M,80.08510819423877,Central,93.4058221110285,Central,Arts,77.22227512742326,Comm&Mgmt,Yes,73.70510379211335,Mkt&Fin,40.27026885881732,No KT,Placed
396,F,52.29905772494926,Central,60.75264764427145,Central,Commerce,88.22531416070576,Comm&Mgmt,No,50.20531014487242,Mkt&HR,58.796560668290724,No KT,Not Placed
397,F,57.588863815660794,Others,49.267584833399425,Central,Science,45.023496270720905,Comm&Mgmt,Yes,50.55066791678037,Mkt&HR,71.60555726153291,KT Completed,Not Placed
398,F,93.78014911126718,Central,41.526865594345054,Central,Arts,63.15637065621564,Others,Yes,70.83180187068753,Mkt&Fin,59.45505243111823,No KT,Placed
399,F,40.780115410644164,Others,78.74934317718905,Central,Commerce,62.43682806874405,Others,Yes,57.750433370837726,Mkt&Fin,46.66209538143157,No KT,Not Placed
400,M,45.13051185126808,Others,78.21413904728459,Others,Arts,93.17729298734307,Sci&Tech,No,83.22253285466297,Mkt&Fin,66.56589741171368,KT Completed,Not Placed
401,F,52.47317530876164,Others,60.4362499948775,Central,Arts,49.082270275796496,Sci&Tech,No,85.4399632453077,Mkt&HR,55.19516901794297,No KT,Not Placed
402,F,41.59193223242918,Others,44.30271333085906,Central,Commerce,49.11317034019781,Sci&Tech,Yes,58.89398977303143,Mkt&HR,94.55394258769009,No KT,Placed
403,M,50.88612610538784,Others,64.57773369371392,Central,Commerce,59.713488993147905,Others,No,94.42666442622425,Mkt&Fin,46.10527171006095,No KT,Not Placed
404,M,74.98249365818154,Others,58.67304970380361,Central,Science,43.267962842010256,Sci&Tech,No,72.0953922489463,Mkt&Fin,42.94915772348262,No KT,Not Placed
405,F,65.28547303554987,Central,80.62723838410056,Others,Science,50.947482439149404,Comm&Mgmt,No,57.142295379596185,Mkt&Fin,40.31885014929172,No KT,Not Placed
406,F,93.56030266461849,Central,76.34675496716142,Central,Arts,97.9125783127441,Comm&Mgmt,Yes,88.21257990346977,Mkt&Fin,59.68418106913947,No KT,Placed
407,F,89.04661370430645,Others,61.8756236918524,Others,Arts,65.69103639203037,Others,No,89.49872500083865,Mkt&HR,79.62321029205332,KT Completed,Not Placed
408,F,60.509041101872555,Others,53.0735532552994,Central,Science,77.92115250534619,Sci&Tech,Yes,81.96477363327287,Mkt&HR,83.82482517290757,No KT,Placed
409,F,55.56540600587755,Others,99.28215796933551,Others,Science,83.56667556067822,Comm&Mgmt,No,92.67327766012767,Mkt&HR,67.19570100290339,No KT,Placed
410,F,62.78154449003601,Central,67.2400972717669,Central,Commerce,62.01768442043203,Others,No,86.86864860153356,Mkt&HR,81.05971902731599,No KT,Placed
411,M,75.41769655088846,Others,81.29645414681423,Central,Science,48.833624464631015,Sci&Tech,Yes,94.11028686134952,Mkt&HR,61.59484217292181,No KT,Placed
412,F,56.08381844937257,Central,48.43317805470164,Others,Science,52.39486097330685,Comm&Mgmt,No,71.69440242427397,Mkt&Fin,80.06837319919703,No KT,Placed
413,F,77.44893447094805,Others,69.13538197956387,Central,Arts,58.79598859483662,Sci&Tech,Yes,87.37985640497212,Mkt&HR,42.43575911814241,No KT,Placed
414,M,64.56469913147443,Others,41.65220319216793,Others,Science,78.16410522113354,Others,No,99.98757817145221,Mkt&Fin,63.445179074020245,No KT,Placed
415,M,73.1228308511188,Central,70.327307074627,Central,Arts,63.89683294534326,Sci&Tech,Yes,86.24655987598096,Mkt&Fin,87.45098065799075,KT Completed,Not Placed
416,M,66.16759174811901,Central,97.84104442706214,Others,Science,40.40888187400769,Others,No,55.70918901185661,Mkt&Fin,88.18036182754008,No KT,Not Placed
417,M,57.66794557251506,Others,63.05240277914801,Central,Commerce,71.40443110404831,Sci&Tech,No,75.91593612145914,Mkt&HR,82.96892673254168,KT Completed,Not Placed
418,F,96.9071984177294,Others,42.3397607544947,Central,Science,95.29080351444507,Comm&Mgmt,No,79.3673895621514,Mkt&Fin,52.254317234191866,KT Completed,Not Placed
419,F,85.81634764958565,Others,41.857347455160614,Others,Science,88.72465666052074,Others,Yes,58.71053375356955,Mkt&HR,54.83230713583799,No KT,Placed
420,F,48.40679054598715,Central,63.27920559681217,Central,Science,89.51268227557787,Others,Yes,98.14458170890188,Mkt&Fin,99.76532363587074,KT Completed,Placed
421,F,92.10807855387478,Central,49.60149618779164,Central,Arts,87.70348105636788,Others,Yes,58.77898888173081,Mkt&HR,46.202680432117596,KT Completed,Not Placed
422,F,69.24587189497082,Central,41.40112577969116,Central,Commerce,59.42384953662542,Sci&Tech,No,58.87789598566114,Mkt&Fin,50.83976193414456,No KT,Not Placed
423,F,93.67313361364549,Central,85.37281683701062,Central,Science,85.91163002526352,Sci&Tech,Yes,95.75835689872775,Mkt&HR,47.801575339007954,KT In Progress,Not Placed
424,M,87.99131535683891,Central,67.51138053291345,Central,Arts,48.58968146867158,Comm&Mgmt,Yes,73.26027165608355,Mkt&Fin,59.659297821016935,No KT,Placed
425,F,65.512810268154,Central,57.35468631835927,Central,Commerce,79.46296883655721,Others,Yes,53.15941396372581,Mkt&Fin,52.610550114035405,No KT,Placed
426,M,41.348158499207045,Others,94.00499098098885,Others,Arts,78.49411400109966,Others,Yes,79.90937499692643,Mkt&Fin,69.86127757286633,KT Completed,Placed
427,M,56.12064156309677,Others,46.96833761203153,Others,Arts,41.53418794538408,Sci&Tech,Yes,80.09131743165239,Mkt&Fin,68.56124241280719,No KT,Placed
428,F,72.49805287965202,Central,97.35512973731915,Others,Commerce,87.2782080154559,Sci&Tech,Yes,53.22503793432809,Mkt&HR,94.09033716707819,No KT,Placed
429,M,78.00869318956885,Others,58.83800304264117,Central,Science,94.19488630570783,Comm&Mgmt,Yes,98.6261247816831,Mkt&HR,42.084396846686886,No KT,Placed
430,F,55.47326112599214,Others,93.30422033852088,Others,Arts,56.04491670832646,Comm&Mgmt,Yes,77.20149826472878,Mkt&HR,59.1927746000658,KT Completed,Placed
431,M,48.36136444436945,Central,76.1765725887677,Central,Arts,88.74344345116904,Sci&Tech,Yes,77.98978610898821,Mkt&Fin,75.79947351982541,KT Completed,Placed
432,F,90.09581420795794,Others,89.60244158448924,Central,Science,44.94435831171689,Others,Yes,76.00577072511973,Mkt&Fin,76.28810571063784,No KT,Placed
433,M,99.06413084221313,Central,99.04078979262786,Central,Science,75.99807149566396,Comm&Mgmt,No,80.536588982231,Mkt&Fin,68.80757374085255,KT In Progress,Not Placed
434,F,71.54141093816115,Central,57.30432626912474,Central,Commerce,69.13881192005663,Sci&Tech,No,63.214987638687745,Mkt&Fin,88.93993244887803,No KT,Not Placed
435,F,50.30075715089821,Others,97.66812912445558,Others,Commerce,72.75541199854,Sci&Tech,Yes,64.36206739874204,Mkt&Fin,43.76333028486753,No KT,Placed
436,F,56.338439591162135,Central,63.36891369414522,Central,Commerce,95.5723121130607,Others,No,75.56695448980663,Mkt&Fin,88.92926593480816,No KT,Placed
437,F,41.103440592848,Central,63.130714284215344,Others,Science,92.27891483481122,Sci&Tech,No,90.33429273817899,Mkt&HR,69.68525442614222,KT Completed,Not Placed
438,F,94.85792839362995,Central,60.42322625527034,Central,Arts,87.10501943438543,Sci&Tech,Yes,52.49322882470894,Mkt&HR,48.02564170462013,No KT,Placed
439,M,47.06506497340847,Central,72.48445644085511,Others,Arts,56.42190746070226,Comm&Mgmt,Yes,80.1702106110123,Mkt&HR,93.14211481242866,No KT,Placed
440,M,74.59098853085521,Central,49.24870259070923,Others,Commerce,94.7091177211655,Sci&Tech,Yes,90.3389071253157,Mkt&HR,78.9537267724578,KT Completed,Not Placed
441,M,56.44331324123236,Central,73.22268912148067,Others,Science,45.850461547832516,Sci&Tech,No,57.84586360186136,Mkt&HR,49.812741209448355,KT In Progress,Not Placed
442,F,73.2506801509476,Central,72.50228874460024,Others,Arts,91.19975299352727,Comm&Mgmt,Yes,50.75112709902832,Mkt&HR,42.0189834039416,No KT,Placed
443,M,79.08522330111185,Central,85.7141087562922,Others,Commerce,59.689604341216466,Others,No,65.6356647570729,Mkt&HR,48.46657889995896,No KT,Not Placed
444,F,89.7845082224321,Others,90.01899771625514,Others,Arts,43.226338699719,Others,Yes,79.40718533647991,Mkt&HR,76.52787761082362,KT In Progress,Not Placed
445,F,52.3852763056362,Others,66.42648101874545,Central,Arts,80.1614190544449,Comm&Mgmt,No,56.914158670237384,Mkt&Fin,50.757774115602906,KT Completed,Not Placed
446,M,40.65974971950883,Others,58.13999496108963,Others,Science,53.876795698957324,Comm&Mgmt,No,71.30611854862428,Mkt&Fin,53.54578449250169,No KT,Placed
447,M,48.213137804128436,Central,55.56009383902567,Central,Science,54.614267551877916,Others,Yes,77.6160748687139,Mkt&Fin,41.50838354537885,KT Completed,Not Placed
448,F,94.0011185108863,Central,51.677430202292314,Others,Arts,58.36282997372629,Others,Yes,79.94415473786586,Mkt&Fin,83.37584033431622,KT Completed,Placed
449,M,92.43340465375091,Others,43.458854931941495,Central,Commerce,43.821086050151,Others,No,63.72058605001875,Mkt&Fin,88.62186398556622,KT In Progress,Not Placed
450,F,75.8447861302185,Others,60.546878730082796,Others,Science,50.62762865189524,Others,No,70.00148179931458,Mkt&Fin,87.81089060632739,KT Completed,Not Placed
451,F,76.0310116260192,Others,56.21486152784699,Others,Arts,40.30837765513362,Others,Yes,88.91696145337794,Mkt&Fin,47.65408908185705,No KT,Placed
452,F,79.90220047277532,Central,97.98504315198444,Central,Science,66.72457126634721,Comm&Mgmt,Yes,97.06073470603428,Mkt&HR,94.19806764332556,No KT,Placed
453,F,50.522276717406974,Others,73.46252957500263,Others,Science,45.05532264507828,Sci&Tech,No,93.09401655591286,Mkt&HR,80.3367297684448,No KT,Not Placed
454,F,94.8647167554976,Others,60.83662234183045,Others,Science,80.95915630265193,Others,Yes,78.21417508667159,Mkt&Fin,93.85171734261186,No KT,Placed
455,M,65.12623149352439,Central,74.82805605962176,Others,Arts,54.137371071498904,Others,No,70.51464014719733,Mkt&HR,66.82963027183982,KT Completed,Not Placed
456,M,62.98831169496985,Others,48.351802080741734,Central,Commerce,96.61444864211063,Sci&Tech,Yes,66.64783071857092,Mkt&HR,66.21729166502186,KT In Progress,Not Placed
457,F,71.13506231697025,Central,66.64262495213217,Others,Commerce,92.27509764391915,Sci&Tech,Yes,56.2478283042009,Mkt&HR,87.07219112109371,No KT,Placed
458,F,42.817958006503304,Central,77.57405928526383,Central,Commerce,57.3664536980925,Sci&Tech,Yes,55.32756236080565,Mkt&HR,45.59787132860461,No KT,Placed
459,M,49.97700212536476,Central,69.33386990754708,Others,Science,86.99292727940073,Sci&Tech,No,84.41788124568288,Mkt&HR,71.25244219809315,No KT,Placed
460,M,84.28201698558223,Others,64.10672803925945,Others,Arts,88.19469427988838,Sci&Tech,Yes,62.98972080855802,Mkt&Fin,90.18305413787354,No KT,Placed
461,F,44.967920075507585,Others,99.63090333398189,Central,Science,99.19378684686463,Sci&Tech,No,62.73308432162234,Mkt&HR,89.81155378417428,No KT,Placed
462,M,76.1891265679833,Central,92.81888572893561,Others,Commerce,75.8703992107411,Comm&Mgmt,Yes,99.90975272388928,Mkt&Fin,97.36797138054214,No KT,Placed
463,F,54.72094658087926,Others,77.40435748956641,Others,Commerce,44.91794407861973,Sci&Tech,No,59.39629789368977,Mkt&Fin,81.89635561183279,No KT,Placed
464,M,63.35773684251859,Others,74.16264167093696,Central,Arts,78.81023373558286,Sci&Tech,No,57.40298797444148,Mkt&Fin,52.4662377663837,No KT,Not Placed
465,F,57.32162420624199,Others,77.23962878947503,Others,Science,77.49878490256211,Comm&Mgmt,Yes,54.93426138799603,Mkt&HR,41.21681889367485,No KT,Placed
466,M,61.34036298789695,Others,52.078726469345995,Central,Commerce,78.30103464522591,Sci&Tech,No,78.99026725833981,Mkt&Fin,68.76494791762612,KT Completed,Not Placed
467,F,83.14275431105473,Central,63.70826459585912,Central,Arts,58.42873888625269,Others,No,81.39319130010507,Mkt&Fin,70.82223193735334,No KT,Placed
468,M,57.8273029373905,Others,42.36757197345396,Central,Science,91.58077510481998,Others,No,68.2613963128441,Mkt&Fin,54.415755069935884,No KT,Not Placed
469,M,73.98427841781384,Central,68.5327622492096,Others,Science,97.5683309773247,Sci&Tech,No,76.77066677557339,Mkt&Fin,47.48184682741619,No KT,Placed
470,F,68.56302413194598,Central,72.5814750374598,Central,Commerce,53.06275077868909,Comm&Mgmt,Yes,89.41997654724562,Mkt&HR,75.17248997143054,No KT,Placed
471,M,79.8202699217589,Others,53.664984166192575,Central,Commerce,45.28912948819867,Others,Yes,90.90520841608742,Mkt&Fin,85.85534044144848,KT Completed,Not Placed
472,F,96.20978435948548,Central,97.84173082993082,Others,Science,51.67210199010904,Comm&Mgmt,Yes,97.89560378578241,Mkt&Fin,99.58924621540963,No KT,Placed
473,M,83.95432583261501,Others,94.56727665623453,Central,Science,89.23312835534313,Others,No,91.21339929614373,Mkt&Fin,85.49815703263111,KT Completed,Not Placed
474,F,52.896422715445404,Others,83.32859412735435,Others,Commerce,80.59867808919086,Sci&Tech,No,78.24207183587133,Mkt&Fin,87.61794485533485,No KT,Placed
475,M,41.87098810367708,Central,72.00319772592175,Others,Science,78.16284054034759,Comm&Mgmt,Yes,58.9828482918423,Mkt&HR,76.98765269372785,No KT,Placed
476,F,55.73584265798951,Central,92.19814957886109,Others,Commerce,64.10758810656547,Comm&Mgmt,Yes,54.98817788514212,Mkt&Fin,99.15535953820105,No KT,Placed
477,M,75.70467584201529,Central,47.83914062940777,Others,Science,74.66967829068614,Comm&Mgmt,No,52.72559449554296,Mkt&Fin,78.39738310687423,KT Completed,Not Placed
478,F,43.08554880905502,Central,87.4305876564931,Central,Commerce,58.47244751646204,Others,Yes,83.32629158926919,Mkt&Fin,91.61519718398226,No KT,Placed
479,M,69.78197483207418,Others,47.489248838010894,Central,Arts,68.63200476507768,Others,Yes,90.37681276989966,Mkt&Fin,96.74707877445735,KT In Progress,Not Placed
480,F,75.81057093501335,Others,87.65263975296432,Central,Commerce,87.58378170223935,Others,No,75.43419753420395,Mkt&Fin,95.79151003003366,No KT,Placed
481,F,60.05463344901765,Others,56.546054095081416,Central,Commerce,98.87449584732772,Sci&Tech,Yes,52.735708741682,Mkt&Fin,62.88492062700139,No KT,Placed
482,F,86.25473222474932,Central,92.62543486109134,Central,Arts,95.9493354153881,Others,No,76.7735287295669,Mkt&HR,44.719723498855515,KT Completed,Not Placed
483,M,46.39589518802631,Central,96.64252562952387,Others,Science,96.03195657077492,Sci&Tech,Yes,96.78746307622751,Mkt&Fin,50.31242215235481,KT In Progress,Not Placed
484,F,44.50826690414853,Central,48.92775816430694,Central,Arts,64.13342409082674,Comm&Mgmt,No,79.88065954662302,Mkt&HR,43.55339832379645,No KT,Not Placed
485,M,83.6913253722162,Others,67.76053630392362,Central,Commerce,68.12739283040746,Comm&Mgmt,No,90.47137442314074,Mkt&HR,46.323816089748405,No KT,Not Placed
486,F,69.72947897237191,Central,98.8592426897611,Central,Science,82.3381237821389,Sci&Tech,No,90.00763241958754,Mkt&Fin,51.07907475362186,No KT,Placed
487,M,81.30414378566417,Others,69.00444615838879,Others,Arts,95.33151568307706,Others,No,96.60645498903264,Mkt&HR,60.465658995244105,No KT,Placed
488,F,66.08964031622477,Central,91.8128513508727,Others,Science,48.51965556112508,Sci&Tech,No,88.51143828249366,Mkt&Fin,72.61237879450455,KT In Progress,Not Placed
489,M,54.78412199434641,Others,75.32389132787918,Central,Science,58.254511829631745,Comm&Mgmt,Yes,87.38502570065448,Mkt&HR,82.70092356130516,No KT,Placed
490,M,89.14613906045199,Others,62.51979447517611,Others,Arts,48.354810675646576,Comm&Mgmt,Yes,61.70513324853203,Mkt&Fin,52.65564016639072,No KT,Placed
491,F,87.96495273813875,Central,57.147013331552216,Central,Science,76.72051179756733,Sci&Tech,Yes,52.99625776605407,Mkt&HR,80.35134425428836,KT In Progress,Not Placed
492,M,81.6817882512656,Central,52.193385465165235,Central,Arts,58.37805981325225,Others,No,75.87997325269039,Mkt&HR,82.25554447014518,KT Completed,Not Placed
493,M,56.32870823379776,Others,85.70789148266184,Others,Commerce,59.56647115075441,Others,Yes,56.22171039733776,Mkt&Fin,73.51734021197137,No KT,Placed
494,F,75.41384001214523,Others,63.19243040938167,Others,Science,44.25495756927876,Sci&Tech,No,98.10979381389956,Mkt&HR,94.21707218792264,KT In Progress,Not Placed
495,M,61.65843381640161,Central,70.67652773204507,Central,Commerce,60.98776370845552,Sci&Tech,No,64.49623813165142,Mkt&HR,46.65968883530864,No KT,Not Placed
496,M,45.49492439959805,Central,69.53952880007091,Central,Commerce,91.74979044409511,Others,Yes,92.64721016921465,Mkt&HR,50.62728745614517,No KT,Placed
497,M,95.03881452773456,Others,74.63674175398788,Others,Science,53.984368713450095,Comm&Mgmt,No,69.38123126012297,Mkt&HR,65.71988946336909,KT In Progress,Not Placed
498,F,48.209117855137684,Central,91.93462873747313,Central,Arts,81.71124797260394,Sci&Tech,Yes,66.15971249286886,Mkt&HR,47.60276411405433,No KT,Placed
499,M,97.01424122924814,Others,98.84436061500577,Others,Science,77.77770069631556,Others,No,96.75792861883106,Mkt&Fin,73.97776862344524,No KT,Placed
500,F,66.76034637747735,Others,64.45505251442901,Central,Commerce,91.80907650214692,Others,No,68.1661286043112,Mkt&HR,63.90402799656546,No KT,Placed
501,M,51.10797573031718,Central,89.65113532637818,Others,Commerce,47.937276859062294,Comm&Mgmt,Yes,69.51439543315682,Mkt&HR,57.0757476721551,KT Completed,Not Placed
502,M,72.51405684270148,Central,85.87166767928306,Central,Arts,98.65539762070259,Comm&Mgmt,No,55.304588980645455,Mkt&Fin,50.19938878105823,No KT,Placed
503,M,92.37675015258449,Central,74.41173708733439,Central,Science,74.95771876242193,Comm&Mgmt,Yes,83.52233326412546,Mkt&Fin,60.12029430089262,No KT,Placed
504,F,83.93349318457368,Central,97.36282861671599,Others,Commerce,99.72844914080886,Comm&Mgmt,No,64.44197072387567,Mkt&Fin,76.47756104994052,No KT,Placed
505,M,88.39366887168698,Central,52.02847093170416,Central,Commerce,94.69088355195105,Comm&Mgmt,Yes,79.28020839197536,Mkt&HR,74.54711265336469,No KT,Placed
506,M,79.52700200264304,Others,46.55585261857728,Central,Commerce,53.29103632678635,Sci&Tech,No,79.56758520266047,Mkt&HR,49.81744001261403,No KT,Not Placed
507,F,81.53659387107115,Others,91.23771801732534,Others,Arts,43.36972059419879,Others,Yes,85.95998477978836,Mkt&HR,47.495188644438,KT Completed,Not Placed
508,M,90.95173909391916,Central,66.3489889980249,Central,Commerce,55.338345627721694,Sci&Tech,Yes,87.26207430862206,Mkt&HR,41.60060575653235,No KT,Placed
509,F,54.98008053155115,Central,90.81813125242363,Central,Commerce,71.65381893996519,Sci&Tech,No,75.72262172007697,Mkt&Fin,40.74553562763594,No KT,Placed
